text,category
"Rs.2549.15 Credited to SB-xxx9494 AcBal:4433.01 CLRBal: 15,863.53 [918291] Elijah Port on 08th May 2024, 12:00 AM. Adkins Group.",income
"INR 3126.28 credited to A/c XXXX29 on 11th May 2024, 12:00 AM via RTGS from Rodriguez, Noble and Wilson. Current Balance: INR 6,204.53.",income
"INR 4341.15 credited to A/c XXXX72 on 13th May 2024, 12:00 AM via IMPS from Williams-Dennis. Current Balance: INR 4,778.22.",income
UPI -VPA 463-573-6464x45311@paytm linked to SBI a/c XX2438 debited Rs.8045.66 and credited to GB91DYVP35078920062229.ifsc.npci -Ref 567885222758,expense
"Your salary of INR 18166.20 has been credited to A/c XXXX15 on 01th May 2024, 12:00 AM via IMPS from Crosby-Sandoval. Current Balance: INR 7,415.91.",income
UPI -VPA 387-390-3943x1243@paytm linked to Bank a/c XX9353 debited Rs.1996.41 and credited to GB51TDAA78177627273588.ifsc.npci -Ref 156736132922,expense
"Dear Customer, INR 566.85 has been credited to A/c XXXX72 on 13th May 2024, 12:00 AM, 09:39 PM via IMPS from Holland Group. Current Balance: INR 9,266.48.",income
"Your salary of INR 28404.11 has been credited to A/c XXXX57 on 03th May 2024, 12:00 AM via UPI from Schwartz, Thomas and Green. Current Balance: INR 9,501.75.",income
UPI -VPA (971)682-3601@paytm linked to ICICI a/c XX8728 debited Rs.5198.20 and credited to GB32HYIU41050968950058.ifsc.npci -Ref 300652104482,expense
"INR 1824.23 credited to A/c XXXX44 on 08th May 2024, 12:00 AM via RTGS from Garcia Group. Current Balance: INR 5,647.44.",income
"Dear Customer, INR 540.96 has been credited to A/c XXXX45 on 02th May 2024, 12:00 AM, 11:32 AM via IMPS from Smith, Luna and Rose. Current Balance: INR 7,904.09.",income
"INR 451.21 credited to A/c XXXX69 on 03th May 2024, 12:00 AM via RTGS from Vang, Morgan and West. Current Balance: INR 6,380.53.",income
"Sent Rs.9634.06 from Axis Bank AC X4511 to googlepay5766247@paytm on 2024-01-04.UPI Ref 701158782163. Not you, http://roberts.com/",expense
"Your salary of INR 24535.59 has been credited to A/c XXXX35 on 09th May 2024, 12:00 AM via RTGS from Bailey-Hopkins. Current Balance: INR 2,309.51.",income
UPI -VPA (873)837-8046x39996@paytm linked to ICICI a/c XX1575 debited Rs.8951.52 and credited to YSMS20490305839607.ifsc.npci -Ref 397489017116,expense
"INR 3067.26 credited to A/c XXXX58 on 12th May 2024, 12:00 AM via IMPS from Aguilar, Peterson and Nelson. Current Balance: INR 8,038.86.",income
UPI -VPA (842)376-5756@paytm linked to ICICI a/c XX6309 debited Rs.7069.84 and credited to UPTV11318747687456.ifsc.npci -Ref 892438966961,expense
"Rs.1539.28 Credited to SB-xxx9974 AcBal:1861.42 CLRBal: 13,798.00 [464796] Alexis Bypass on 08th May 2024, 12:00 AM. Crawford-Shaffer.",income
6606.31 Debited ATM Card Maint Charge GST in your Ac XX5846 on 2024-03-23. .Avl BalRs 117.81.,expense
VPA (596)305-4189x087@paytm linked to SBI a/c XX3506 debited Rs.4755.32 and credited to PIPV83120188325219.ifsc.npci -Ref 817894711920,expense
"Sent Rs.461.47 from Kotak Bank AC X5754 to googlepay5242834@paytm on 2024-01-28.UPI Ref 434729910046. Not you, https://walker-grant.com/",expense
"Dear Customer, INR 329.97 has been credited to A/c XXXX67 on 13th May 2024, 12:00 AM, 07:30 PM via IMPS from Campbell, Harvey and Newton. Current Balance: INR 6,869.82.",income
"Rs.2298.67 Credited to SB-xxx6778 AcBal:3475.69 CLRBal: 10,071.84 [198360] Roy Glen on 05th May 2024, 12:00 AM. Guerrero Inc.",income
VPA 648-640-5884x783@paytm linked to SBI a/c XX1981 debited Rs.3684.68 and credited to GB13YWSP85865199974755.ifsc.npci -Ref 608722476944,expense
"Dear Customer, INR 494.28 has been credited to A/c XXXX99 on 12th May 2024, 12:00 AM, 08:57 AM via IMPS from Smith Inc. Current Balance: INR 5,663.58.",income
"INR 4183.32 credited to A/c XXXX50 on 05th May 2024, 12:00 AM via IMPS from Jones, Gill and Torres. Current Balance: INR 8,809.07.",income
"Sent Rs.9199.18 from Axis Bank AC X8930 to paytm7679320@paytm on 2024-02-16.UPI Ref 966656859305. Not you, http://thompson-miller.com/",expense
"INR 180.57 credited to A/c XXXX18 on 06th May 2024, 12:00 AM via RTGS from Stewart, Brown and Hardy. Current Balance: INR 7,489.67.",income
VPA (699)587-5234@paytm linked to Bank a/c XX6506 debited Rs.6963.46 and credited to REFQ48632239973996.ifsc.npci -Ref 121265238496,expense
"Sent Rs.6771.07 from Kotak Bank AC X5930 to googlepay6532507@paytm on 2024-04-07.UPI Ref 427751787795. Not you, http://www.carney.biz/",expense
"INR 373.16 credited to A/c XXXX36 on 01th May 2024, 12:00 AM via RTGS from Wilson PLC. Current Balance: INR 1,077.08.",income
"Sent Rs.9871.48 from SBI Bank AC X2110 to googlepay3422048@paytm on 2024-01-27.UPI Ref 748845215861. Not you, https://abbott.com/",expense
"Rs.1008.84 Credited to SB-xxx5444 AcBal:1272.52 CLRBal: 12,901.52 [173505] Mejia Ports on 05th May 2024, 12:00 AM. Juarez, Durham and Miller.",income
"Dear Customer, INR 266.12 has been credited to A/c XXXX25 on 13th May 2024, 12:00 AM, 04:14 PM via IMPS from Richardson LLC. Current Balance: INR 6,457.90.",income
"Dear Customer, INR 509.67 has been credited to A/c XXXX94 on 08th May 2024, 12:00 AM, 12:49 AM via IMPS from Owens, Holland and Ochoa. Current Balance: INR 1,502.18.",income
"Sent Rs.8378.84 from Kotak Bank AC X1886 to paytm8191232@paytm on 2024-03-05.UPI Ref 706112109204. Not you, http://www.doyle-pennington.net/",expense
"Your salary of INR 43756.26 has been credited to A/c XXXX87 on 11th May 2024, 12:00 AM via RTGS from Wolf-Campbell. Current Balance: INR 1,216.38.",income
"INR 1043.19 credited to A/c XXXX66 on 04th May 2024, 12:00 AM via IMPS from Marks, Burton and Castaneda. Current Balance: INR 9,910.47.",income
"INR 88.51 credited to A/c XXXX37 on 12th May 2024, 12:00 AM via RTGS from Carter-Cantu. Current Balance: INR 3,087.90.",income
UPI -VPA 9898496064@paytm linked to SBI a/c XX8110 debited Rs.711.97 and credited to NRCB83220515908541.ifsc.npci -Ref 537058532046,expense
"INR 3056.58 credited to A/c XXXX39 on 03th May 2024, 12:00 AM via RTGS from Cummings-Hill. Current Balance: INR 8,135.02.",income
"Dear Customer, INR 647.10 has been credited to A/c XXXX50 on 10th May 2024, 12:00 AM, 04:26 PM via IMPS from Jensen, Patton and Smith. Current Balance: INR 7,668.11.",income
7977.67 Debited ATM Card Maint Charge GST in your Ac XX9500 on 2024-01-26. .Avl BalRs 8491.21.,expense
2159.31 Debited ATM Card Maint Charge GST in your Ac XX6503 on 2024-04-14. .Avl BalRs 869.23.,expense
"Your salary of INR 22168.99 has been credited to A/c XXXX57 on 12th May 2024, 12:00 AM via IMPS from Carr-Rodriguez. Current Balance: INR 3,815.08.",income
"INR 196.59 credited to A/c XXXX54 on 01th May 2024, 12:00 AM via RTGS from Horn, Beard and Noble. Current Balance: INR 3,499.91.",income
"INR 2712.66 credited to A/c XXXX32 on 06th May 2024, 12:00 AM via IMPS from Moreno, Pierce and Sanchez. Current Balance: INR 1,591.34.",income
VPA +1-980-795-2478x86938@paytm linked to SBI a/c XX8228 debited Rs.7217.05 and credited to ZCTG84466259103007.ifsc.npci -Ref 174693654876,expense
VPA (767)767-9416x1711@paytm linked to Bank a/c XX9599 debited Rs.8889.34 and credited to GB85XJLW58642506125578.ifsc.npci -Ref 381360793728,expense
"INR 2148.50 credited to A/c XXXX94 on 01th May 2024, 12:00 AM via UPI from Waters, Briggs and Jackson. Current Balance: INR 4,128.71.",income
"Sent Rs.2412.42 from SBI Bank AC X7410 to paytm1520936@paytm on 2024-04-22.UPI Ref 734917296584. Not you, http://richardson.net/",expense
"Your salary of INR 35833.16 has been credited to A/c XXXX13 on 07th May 2024, 12:00 AM via RTGS from Mendoza, Clark and Mcfarland. Current Balance: INR 6,154.52.",income
"Dear Customer, INR 971.73 has been credited to A/c XXXX90 on 09th May 2024, 12:00 AM, 05:48 AM via IMPS from Cross Ltd. Current Balance: INR 5,974.11.",income
"Dear Customer, INR 360.35 has been credited to A/c XXXX68 on 09th May 2024, 12:00 AM, 01:02 AM via IMPS from Sutton, Andrews and Dillon. Current Balance: INR 5,018.33.",income
"INR 1525.14 credited to A/c XXXX17 on 06th May 2024, 12:00 AM via UPI from Brewer, Owens and Bowman. Current Balance: INR 3,091.13.",income
"INR 446.84 credited to A/c XXXX35 on 05th May 2024, 12:00 AM via RTGS from Diaz-Francis. Current Balance: INR 2,198.85.",income
6209.24 Debited ATM Card Maint Charge GST in your Ac XX4792 on 2024-03-04. .Avl BalRs 7999.77.,expense
UPI -VPA (222)743-5960@paytm linked to ICICI a/c XX7788 debited Rs.8387.29 and credited to GB09RZXN29155948422573.ifsc.npci -Ref 664033834459,expense
"INR 304.32 credited to A/c XXXX45 on 02th May 2024, 12:00 AM via RTGS from Brewer-Smith. Current Balance: INR 9,150.50.",income
"Sent Rs.9157.64 from Kotak Bank AC X3292 to paytm6351185@paytm on 2024-03-04.UPI Ref 464776841916. Not you, http://www.smith.com/",expense
"Your salary of INR 36284.61 has been credited to A/c XXXX80 on 04th May 2024, 12:00 AM via UPI from Johnson, Lin and Mclean. Current Balance: INR 1,072.43.",income
"INR 50.81 credited to A/c XXXX89 on 10th May 2024, 12:00 AM via IMPS from Conley, Franklin and Hart. Current Balance: INR 6,488.62.",income
"Sent Rs.6652.99 from Axis Bank AC X7344 to paytm5008003@paytm on 2024-03-07.UPI Ref 204126432514. Not you, https://smith-alvarez.com/",expense
"Your salary of INR 35341.90 has been credited to A/c XXXX82 on 05th May 2024, 12:00 AM via UPI from Davidson, Vaughn and Wilcox. Current Balance: INR 5,870.36.",income
UPI -VPA 227.511.8640@paytm linked to Bank a/c XX9008 debited Rs.5481.12 and credited to GB57QCHF31440367470233.ifsc.npci -Ref 284254150317,expense
"Dear Customer, INR 455.78 has been credited to A/c XXXX89 on 13th May 2024, 12:00 AM, 03:07 PM via IMPS from Mckenzie-Smith. Current Balance: INR 9,808.01.",income
"Sent Rs.6955.91 from HDFC Bank AC X5464 to googlepay6409005@paytm on 2024-04-19.UPI Ref 900164644714. Not you, http://www.gray.com/",expense
"Sent Rs.6755.12 from HDFC Bank AC X2523 to googlepay3955671@paytm on 2024-01-19.UPI Ref 647027668747. Not you, http://www.martin-pacheco.com/",expense
"Your salary of INR 25372.82 has been credited to A/c XXXX20 on 09th May 2024, 12:00 AM via UPI from Hill, Peters and Flynn. Current Balance: INR 5,902.53.",income
VPA (792)202-6650x615@paytm linked to ICICI a/c XX7931 debited Rs.3776.87 and credited to RYRG79440961894850.ifsc.npci -Ref 925663270869,expense
UPI -VPA 001-607-362-2840@paytm linked to Bank a/c XX8094 debited Rs.9352.05 and credited to GB16CMYJ62040825845590.ifsc.npci -Ref 524442808476,expense
"Your salary of INR 35333.94 has been credited to A/c XXXX50 on 12th May 2024, 12:00 AM via RTGS from Gibbs-Higgins. Current Balance: INR 2,051.09.",income
"Rs.4129.03 Credited to SB-xxx2326 AcBal:1860.86 CLRBal: 12,182.02 [946715] Le Land on 04th May 2024, 12:00 AM. Norris PLC.",income
"Rs.2771.93 Credited to SB-xxx5932 AcBal:3878.98 CLRBal: 16,856.99 [975111] Wright Dale on 13th May 2024, 12:00 AM. Garrett PLC.",income
UPI -VPA 681.214.0956x908@paytm linked to ICICI a/c XX8761 debited Rs.101.93 and credited to GB66TRXK75600718489234.ifsc.npci -Ref 131758435900,expense
UPI -VPA (200)590-1763x529@paytm linked to ICICI a/c XX8940 debited Rs.6383.80 and credited to GB09YZAW81047514724861.ifsc.npci -Ref 462417518853,expense
"Dear Customer, INR 129.42 has been credited to A/c XXXX20 on 03th May 2024, 12:00 AM, 04:51 PM via IMPS from Wolf, Gonzalez and Diaz. Current Balance: INR 6,569.91.",income
"Your salary of INR 21208.46 has been credited to A/c XXXX41 on 01th May 2024, 12:00 AM via UPI from Martinez, Villarreal and Smith. Current Balance: INR 7,312.04.",income
"Dear Customer, INR 207.47 has been credited to A/c XXXX12 on 01th May 2024, 12:00 AM, 01:17 AM via IMPS from Kennedy, Johnson and Benson. Current Balance: INR 9,695.69.",income
"Rs.2856.91 Credited to SB-xxx7906 AcBal:2546.13 CLRBal: 16,279.37 [786517] Todd Burg on 09th May 2024, 12:00 AM. Lopez, Turner and Morris.",income
"Your salary of INR 29716.59 has been credited to A/c XXXX24 on 10th May 2024, 12:00 AM via RTGS from Mathis, Davis and Willis. Current Balance: INR 3,059.10.",income
"INR 1120.71 credited to A/c XXXX71 on 03th May 2024, 12:00 AM via IMPS from Evans, Anderson and Thornton. Current Balance: INR 9,411.28.",income
"INR 918.38 credited to A/c XXXX81 on 02th May 2024, 12:00 AM via RTGS from Patton Group. Current Balance: INR 2,812.61.",income
"Dear Customer, INR 530.05 has been credited to A/c XXXX99 on 07th May 2024, 12:00 AM, 10:00 AM via IMPS from Rodriguez, Ashley and Griffin. Current Balance: INR 3,260.67.",income
"Rs.2323.86 Credited to SB-xxx2395 AcBal:3993.39 CLRBal: 10,756.52 [733124] Williams Flat on 02th May 2024, 12:00 AM. Gilbert-Murphy.",income
"Your salary of INR 17073.40 has been credited to A/c XXXX97 on 12th May 2024, 12:00 AM via UPI from Klein-Buchanan. Current Balance: INR 2,579.45.",income
"Rs.4676.71 Credited to SB-xxx7339 AcBal:4991.60 CLRBal: 11,860.52 [106317] Andrea Station on 04th May 2024, 12:00 AM. Trujillo Group.",income
239.11 Debited ATM Card Maint Charge GST in your Ac XX6213 on 2024-04-04. .Avl BalRs 8450.27.,expense
5514.67 Debited ATM Card Maint Charge GST in your Ac XX4040 on 2024-05-07. .Avl BalRs 4262.37.,expense
"INR 389.02 credited to A/c XXXX76 on 12th May 2024, 12:00 AM via RTGS from Jones, Blanchard and Cunningham. Current Balance: INR 9,981.13.",income
4093.29 Debited ATM Card Maint Charge GST in your Ac XX1372 on 2024-03-04. .Avl BalRs 3219.56.,expense
UPI -VPA 377-559-6590x56064@paytm linked to SBI a/c XX2743 debited Rs.8278.42 and credited to GB74BSDP07179115504818.ifsc.npci -Ref 176698333648,expense
"Sent Rs.6069.20 from Kotak Bank AC X5730 to paytm3445575@paytm on 2024-04-08.UPI Ref 805916688295. Not you, https://powell.com/",expense
6941.48 Debited ATM Card Maint Charge GST in your Ac XX4675 on 2024-02-06. .Avl BalRs 1694.40.,expense
"Your salary of INR 26817.71 has been credited to A/c XXXX69 on 06th May 2024, 12:00 AM via IMPS from Cruz Group. Current Balance: INR 5,199.96.",income
5955.90 Debited ATM Card Maint Charge GST in your Ac XX5041 on 2024-04-17. .Avl BalRs 985.53.,expense
"Dear Customer, INR 744.67 has been credited to A/c XXXX39 on 04th May 2024, 12:00 AM, 03:52 AM via IMPS from Hall-Walker. Current Balance: INR 5,311.43.",income
"INR 169.67 credited to A/c XXXX87 on 08th May 2024, 12:00 AM via RTGS from Crawford Inc. Current Balance: INR 4,997.57.",income
"Dear Customer, INR 311.11 has been credited to A/c XXXX89 on 10th May 2024, 12:00 AM, 08:16 AM via IMPS from Murray Ltd. Current Balance: INR 3,850.29.",income
"Dear Customer, INR 243.64 has been credited to A/c XXXX91 on 04th May 2024, 12:00 AM, 12:08 AM via IMPS from Hardy, Escobar and Miller. Current Balance: INR 1,194.26.",income
"INR 289.85 credited to A/c XXXX94 on 11th May 2024, 12:00 AM via RTGS from Scott, Flores and Bates. Current Balance: INR 9,882.49.",income
"Rs.3989.40 Credited to SB-xxx9971 AcBal:3637.82 CLRBal: 13,833.16 [68032] Conley Grove on 03th May 2024, 12:00 AM. Ward, Lewis and Smith.",income
"Your salary of INR 25369.47 has been credited to A/c XXXX20 on 05th May 2024, 12:00 AM via IMPS from Marks-Peck. Current Balance: INR 4,256.67.",income
"Sent Rs.6179.47 from HDFC Bank AC X6483 to phonepe9400565@paytm on 2024-01-08.UPI Ref 461142643268. Not you, http://www.johnson.com/",expense
"Your salary of INR 33158.32 has been credited to A/c XXXX72 on 04th May 2024, 12:00 AM via IMPS from Chandler, Kim and Neal. Current Balance: INR 4,584.94.",income
"INR 515.37 credited to A/c XXXX36 on 04th May 2024, 12:00 AM via IMPS from Wilson, Ryan and Dennis. Current Balance: INR 7,846.87.",income
"Your salary of INR 40098.82 has been credited to A/c XXXX38 on 04th May 2024, 12:00 AM via RTGS from Cox, Zavala and Hines. Current Balance: INR 2,145.67.",income
"Sent Rs.2495.71 from SBI Bank AC X7358 to googlepay3246002@paytm on 2024-02-19.UPI Ref 220467871520. Not you, http://mccarthy.com/",expense
VPA +1-987-529-0978x88692@paytm linked to ICICI a/c XX1402 debited Rs.440.93 and credited to GB50NDHZ83937059927242.ifsc.npci -Ref 157292015980,expense
"Rs.1256.88 Credited to SB-xxx5178 AcBal:4920.80 CLRBal: 12,117.55 [746127] Griffin Route on 12th May 2024, 12:00 AM. Long LLC.",income
"Rs.3920.64 Credited to SB-xxx4779 AcBal:4008.47 CLRBal: 13,413.77 [856006] Michael Turnpike on 09th May 2024, 12:00 AM. Shaw-Garza.",income
"Your salary of INR 27833.07 has been credited to A/c XXXX59 on 05th May 2024, 12:00 AM via RTGS from Farmer-Brennan. Current Balance: INR 3,493.35.",income
"Dear Customer, INR 167.89 has been credited to A/c XXXX90 on 13th May 2024, 12:00 AM, 08:03 PM via IMPS from Brewer-Barnes. Current Balance: INR 8,352.52.",income
5391.95 Debited ATM Card Maint Charge GST in your Ac XX3370 on 2024-02-26. .Avl BalRs 4838.60.,expense
"Dear Customer, INR 103.49 has been credited to A/c XXXX56 on 08th May 2024, 12:00 AM, 09:27 AM via IMPS from Fisher Inc. Current Balance: INR 1,351.79.",income
VPA (774)285-4323@paytm linked to HDFC a/c XX8166 debited Rs.969.33 and credited to GB62XLIN80449848184397.ifsc.npci -Ref 342582050163,expense
"Sent Rs.4496.19 from HDFC Bank AC X5015 to googlepay4652798@paytm on 2024-03-15.UPI Ref 869267389009. Not you, http://lindsey-arroyo.com/",expense
UPI -VPA 431.421.5771@paytm linked to SBI a/c XX9639 debited Rs.6645.75 and credited to AEHO62207180798926.ifsc.npci -Ref 731819303558,expense
"Rs.3437.83 Credited to SB-xxx1379 AcBal:1314.72 CLRBal: 10,674.10 [762447] Chambers Wells on 04th May 2024, 12:00 AM. Guerrero Inc.",income
"Rs.2663.59 Credited to SB-xxx4080 AcBal:3263.24 CLRBal: 19,871.82 [275406] Coleman Mission on 04th May 2024, 12:00 AM. Mejia-Ibarra.",income
"INR 2097.25 credited to A/c XXXX25 on 08th May 2024, 12:00 AM via IMPS from Parsons, Flores and Schmidt. Current Balance: INR 1,319.17.",income
"Rs.3936.62 Credited to SB-xxx6282 AcBal:2982.15 CLRBal: 16,503.28 [505506] Laura Square on 05th May 2024, 12:00 AM. Flores-Young.",income
"Dear Customer, INR 569.58 has been credited to A/c XXXX14 on 13th May 2024, 12:00 AM, 06:07 PM via IMPS from Arellano and Sons. Current Balance: INR 4,739.62.",income
"INR 325.42 credited to A/c XXXX62 on 10th May 2024, 12:00 AM via RTGS from Collins and Sons. Current Balance: INR 5,254.91.",income
"Your salary of INR 33946.62 has been credited to A/c XXXX37 on 03th May 2024, 12:00 AM via RTGS from Gibbs Inc. Current Balance: INR 3,127.74.",income
"Rs.1290.95 Credited to SB-xxx5974 AcBal:4549.42 CLRBal: 11,883.11 [116992] Carlos Views on 02th May 2024, 12:00 AM. Scott, Wiley and Weaver.",income
8367.88 Debited ATM Card Maint Charge GST in your Ac XX9760 on 2024-04-27. .Avl BalRs 4781.69.,expense
"INR 331.26 credited to A/c XXXX15 on 09th May 2024, 12:00 AM via UPI from Jones-Harris. Current Balance: INR 1,949.43.",income
"Rs.2593.54 Credited to SB-xxx5887 AcBal:4916.01 CLRBal: 13,767.18 [679721] Patrick Stream on 11th May 2024, 12:00 AM. Robinson-Myers.",income
